logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene	regulation
-0.338756993262966	8.7719492672893	-9.9090663018148	2.90025732092988e-19	1.79933604163898e-18	32.5772314570862	GPATCH8	Down
0.449035536268048	8.51667518464894	9.90900824942731	2.90140913215433e-19	1.79949762088884e-18	32.5768372266435	ULK3	Up
-0.673369190281548	8.1289057630286	-9.90829706628017	2.91555663258114e-19	1.8077167474984e-18	32.5720076911315	SOCS2	Down
-2.32886618904526	11.0509225793355	-9.90728809250431	2.93574588337997e-19	1.81967571058258e-18	32.5651561227473	PIP	Down
-0.697754773425065	9.08347120607282	-9.90657392860645	2.95012008574518e-19	1.82802407277543e-18	32.5603066536827	FGFR1	Down
-0.397558793947854	7.93613279468908	-9.90592716151974	2.96319817917048e-19	1.83556443206792e-18	32.5559149473004	FAM193A	Down
-0.40906849955081	9.3158654356533	-9.9032802715338	3.0173239359229e-19	1.86851949749729e-18	32.5379430119549	R3HDM2	Down
-0.302960388706956	10.2191819354895	-9.90294495182123	3.0242506477498e-19	1.87223465430153e-18	32.5356663733186	CFAP97	Down
0.457867457177773	6.6896474783281	9.90178400707081	3.04835475159845e-19	1.88657834841415e-18	32.527784407416	RRP9	Up
-0.509196115334766	4.18973335286117	-9.8988944653436	3.10918191422964e-19	1.92363360356935e-18	32.5081680022379	HS6ST2	Down
0.432891045184692	9.12766012767985	9.89805230155147	3.12713631083044e-19	1.93414913734819e-18	32.5024511493565	USP38	Up
-0.550520127202179	7.13880696854354	-9.89388535473126	3.21750215728972e-19	1.98943134919954e-18	32.4741673270083	MLF1	Down
0.458786337404796	9.45524992561183	9.88764693246777	3.35766895762099e-19	2.07546297968318e-18	32.4318312051456	GIPC1	Up
0.321322875758735	9.69033369434733	9.88552719886832	3.40666531041438e-19	2.10510435526922e-18	32.4174481830192	ATP5IF1	Up
-0.619827129240069	6.08844363030649	-9.88503904264792	3.41804912685027e-19	2.1114925267091e-18	32.4141360587026	MERTK	Down
0.40199849102589	9.90821639454826	9.88473992691869	3.42504320412877e-19	2.11516586738916e-18	32.4121065977862	RPF2	Up
0.209195958030087	11.2285967948885	9.88440727600548	3.43283814045696e-19	2.11933138775368e-18	32.4098496315833	XRCC5	Up
0.412284972476026	6.58418303365848	9.88403568631128	3.44156639037305e-19	2.12407038486246e-18	32.4073285070119	THOP1	Up
0.354156604343137	9.57498492718175	9.88336597529197	3.45735298342357e-19	2.13316143121501e-18	32.4027848067633	SNX1	Up
1.05316431540053	5.46747618968935	9.88310531906676	3.46351669295321e-19	2.13631148785027e-18	32.4010163973877	IL20	Up
-0.616469813764955	6.70200317472925	-9.88264173412325	3.47450605842112e-19	2.14243519570573e-18	32.3978712704812	KLRG2	Down
0.736680243277889	8.18628198759298	9.88227197675683	3.48329608541866e-19	2.1471994312193e-18	32.3953627425093	KCNJ2	Up
-0.522470602236868	7.1634859320951	-9.88069423685526	3.52105204198868e-19	2.16981070279815e-18	32.3846593421499	SUOX	Down
-1.07264255233777	9.145558327568	-9.8796680135057	3.5458282228918e-19	2.18441196715715e-18	32.3776977723084	HLA-DQB2	Down
-0.33407673976161	9.69721394077987	-9.879045300396	3.56094689867378e-19	2.19305661959812e-18	32.3734736162451	RBFOX2	Down
0.412009527608105	9.65047146006766	9.87853561940959	3.57336901062492e-19	2.20003579098798e-18	32.3700162832491	BOLA3	Up
